NMI,0.8644870667763772,0.8679120920266036,0.8763814326505501,0.8399407263814014,0.8834031942999763
RI,0.9767224080267558,0.9788628762541806,0.9796209587513935,0.9740691192865106,0.9811817168338908
NMI,0.12278415940203237,0.27407150854867496,0.1913138414115947,0.16700010178922264,0.10034042974498203
RI,0.45714285714285713,0.45714285714285713,0.3904761904761905,0.4380952380952381,0.47619047619047616
NMI,0.7521199922374409,0.8151106242780366,0.8015523078704753,0.8063816560847122,0.7761127974986934
RI,0.8346153846153846,0.8512820512820513,0.841025641025641,0.8448717948717949,0.85
NMI,0.3926734860688155,0.32221768518883165,0.338974803373049,0.36605596380363453,0.3624898475123339
RI,0.7183962763143975,0.7179731302232095,0.7137416693113298,0.7223103776578864,0.7190309954511795
NMI,0.6029479667547643,0.5870936546351363,0.5693886326128748,0.5715378173147914,0.6371383743975975
RI,0.8796089770067466,0.8698884758364313,0.8425719399697095,0.861875258157786,0.8794712928541925
NMI,0.031280952596650216,0.03226338460395901,0.01782702482678004,0.04952085103542991,0.06643198747690626
RI,0.5938541281007035,0.6060718252499074,0.6008885597926694,0.6127360236949279,0.6212513883746761
NMI,0.43286178541698067,0.39492869838617717,0.4170037694096888,0.39652247593471707,0.3588746804945634
RI,0.8855990068280571,0.891806331471136,0.885909373060211,0.8867783985102421,0.8792054624456859
NMI,0.5741251422786493,0.5724169550665122,0.5642547543996274,0.5546062499638942,0.5610101258520003
RI,0.81260086902545,0.8124146492861577,0.8081315952824333,0.8045934202358783,0.8086281812538796
NMI,0.026542704809780618,0.026542704809780618,0.025830166614680967,0.025830166614680967,0.025830166614680967
RI,0.7261728726979433,0.7261728726979433,0.7266433660438231,0.7266433660438231,0.7266433660438231
NMI,0.0880098409905607,0.10875138491681484,0.07670025441206,0.08063076255672792,0.09485231292669942
RI,0.8196900945726084,0.8193137203447928,0.8188647526516644,0.8106298088061432,0.8226522022552043
NMI,0.08697125015190449,0.16700010178922264,0.10034042974498203,0.16700010178922264,0.2927566896904778,0.21258643271272062,0.21258643271272062,0.33624558394019205,0.21258643271272062,0.2643747520413907
RI,0.44761904761904764,0.4380952380952381,0.47619047619047616,0.4380952380952381,0.6,0.4095238095238095,0.4095238095238095,0.5904761904761905,0.4095238095238095,0.5142857142857142
NMI,0.2636625006388376,0.20379151988523986,0.2627288640237994,0.24436577072158955,0.2457683232162686
RI,0.8146159874608151,0.7795454545454545,0.8086794670846394,0.802801724137931,0.7912029780564264
